,Account,Zip,Hm_Start_Dt,Channel_Type_Cd,Auto_Ship_Ind,Internal_Decor,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,Brand_Rx_Sls_Amt,Gnrc_Rx_Sls_Amt,Os_Gnrc_Rx_Sls_Amt,Otc_Sls_Amt,IS_HID,340B_Active,Profitability,Annual_Dispense_Fee_Total,Macro_PID,Script_Count,Capture_Rate,Specialty_Spend,Specialty_Product_Purchases,Generic,Brand,Generic_Ratio,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Buying_Group_encoded,Chain_Name_encoded,Region_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,3rd_Party_Vendor_encoded,Hospital_Associated_encoded
4061,484781,34601,735591,30,1,0,2500.0,1,0.0,0,0,0,0,736381,1,736621,735317,1,1,0,0,0,0.0,0.0,0,134660.0,97053.0,5221.0,26838.0,5548.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,9,6,24,0,2,0,6,12,23,105,0,4,8,40,3,18,15
864,760791,68840,736483,30,1,0,2500.0,1,1000.0,0,0,0,0,736538,1,736607,736590,0,1,0,0,0,0.0,0.0,0,34551.0,26157.0,50.0,4364.0,3980.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,29,2,11,0,0,0,17,38,23,22,0,0,2,152,1,18,15
1665,723783,41311,734990,30,0,0,175.0,0,1200.0,0,0,0,0,735499,1,736605,735547,1,0,0,0,0,0.0,0.0,0,90260.0,56650.0,3583.0,25582.0,4445.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,17,3,16,0,0,0,17,38,23,106,0,2,2,42,0,18,1
1143,431508,65248,733321,30,0,1,0.0,1,3576.0,1,1,0,1,735351,1,736627,735317,1,1,0,0,0,0.0,0.0,0,154690.0,92156.0,4581.0,49415.0,8537.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,24,2,22,0,0,0,17,39,27,31,0,3,3,84,0,18,15
3477,762699,36590,733545,30,1,0,0.0,1,1200.0,0,0,0,1,720624,0,720624,735488,1,1,0,1,0,1.0,874.64,0,187770.0,137811.0,4566.0,38856.0,6537.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,2,4,0,2,1,0,1,23,98,1,2,7,138,1,12,1
789,17730,48124,734961,30,0,0,0.0,1,1200.0,1,0,0,0,736146,1,736606,735388,0,0,0,1,0,1.0,68.85,0,171777.0,137610.0,2356.0,29206.0,2605.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,2,8,1,0,0,10,27,23,20,0,2,8,6,0,18,15
2299,357675,62049,734473,30,0,1,0.0,1,167.0,1,1,0,1,735346,1,736619,735353,1,1,0,0,0,0.0,0.0,1,133842.0,121644.0,4033.0,2723.0,5442.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,14,2,22,0,0,16,17,37,23,60,4,1,7,87,0,18,15
1298,987811,33446,732288,30,0,1,0.0,1,904.0,1,1,0,0,720624,1,736047,735479,1,1,0,0,0,0.0,0.0,1,210872.0,134768.0,8098.0,53868.0,14139.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,9,2,24,0,2,0,0,1,23,32,0,1,2,49,0,18,15
1337,334646,35501,733528,30,1,1,1998.0,1,112.0,1,1,0,1,720624,1,736610,735380,1,1,0,0,0,0.0,0.0,0,436165.0,326254.0,5487.0,84582.0,19842.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,1,2,4,0,2,1,0,2,23,35,1,1,7,102,0,18,15
517,357154,63703,735864,30,0,0,2500.0,1,0.0,1,1,0,0,720624,1,736591,735261,0,0,0,1,0,1.0,68.67,0,121880.0,87498.0,4019.0,25363.0,5001.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,24,2,22,0,0,0,19,41,40,31,0,6,8,104,1,0,1
2366,478989,48083,735578,30,1,0,2500.0,1,1065.0,1,0,0,0,736224,1,736524,736255,0,0,0,0,0,0.0,0.0,0,172982.0,124226.0,8931.0,38118.0,1706.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,6,8,0,0,0,17,39,23,61,0,6,2,6,2,18,15
2155,129965,74801,733734,30,0,0,2500.0,1,0.0,0,0,0,0,720624,1,736620,735335,1,1,0,0,0,0.0,0.0,0,138258.0,105674.0,1568.0,26179.0,4836.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,36,6,17,0,2,16,17,39,31,56,3,1,7,120,3,18,15
3368,36001,84335,732556,30,0,1,0.0,1,1200.0,0,0,0,1,735372,1,736300,735388,1,0,0,1,0,1.0,166.1,0,119055.0,76313.0,2810.0,31823.0,8109.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,0,44,2,20,0,3,0,17,38,23,90,0,4,3,177,1,18,15
1726,275880,36301,735626,30,1,0,1933.0,1,0.0,0,0,0,0,720624,0,736548,735410,0,1,0,1,0,1.0,266.82,1,345579.0,254402.0,3488.0,69203.0,18485.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,2,4,0,2,0,0,2,23,44,0,4,7,86,3,18,15
1767,17407,3257,736284,30,1,0,900.0,1,1200.0,0,0,0,0,735442,1,736619,735465,1,0,0,1,1,4.0,2789.1,1,446176.0,276222.0,16473.0,106606.0,46874.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,30,2,0,0,1,0,17,37,23,5,0,1,2,7,0,1,10
1506,768540,35023,733104,30,0,1,93.0,1,0.0,1,1,0,1,735330,1,736613,735335,1,1,0,1,0,1.0,2084.13,0,290908.0,194320.0,4054.0,78907.0,13626.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,2,4,0,2,0,0,1,23,38,0,1,7,102,1,18,15
3286,465082,46360,735074,30,0,1,0.0,1,2400.0,0,0,0,0,720624,1,736530,735527,0,0,0,1,0,2.0,91.95,0,179817.0,137989.0,7557.0,30360.0,3912.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,15,6,10,0,0,0,17,38,23,88,0,4,3,82,0,18,15
1921,18229,29802,733793,30,0,0,2500.0,0,0.0,0,0,0,0,735609,1,736540,735488,1,1,0,0,0,0.0,0.0,0,59192.0,42706.0,1812.0,12840.0,1835.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,2,13,0,2,1,0,2,23,51,1,4,7,21,3,18,15
1262,627155,33301,732432,30,0,1,2381.0,1,0.0,0,0,0,1,736039,1,736425,736046,1,1,0,0,0,0.0,0.0,1,229038.0,181837.0,2283.0,38879.0,6039.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,9,2,24,0,2,0,17,37,23,32,0,4,3,29,3,18,15
1936,257070,28734,735927,30,0,0,2500.0,1,1200.0,1,1,0,0,720624,0,736625,735410,0,0,0,1,0,6.0,3504.66,0,444499.0,339078.0,14359.0,82292.0,8770.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,27,2,13,0,2,0,0,2,23,51,0,6,7,65,1,18,15
2369,482350,48438,734666,30,0,1,0.0,1,1200.0,0,0,0,1,735684,1,736600,736506,1,1,0,0,0,0.0,0.0,0,15033.0,10804.0,1327.0,1153.0,1750.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,2,8,0,0,0,17,37,23,61,0,1,3,14,0,18,15
4534,649701,32807,736375,30,0,0,538.0,1,1200.0,0,0,0,0,720624,1,720624,736443,1,0,1,0,0,0.0,0.0,0,24366.0,20237.0,76.0,3106.0,947.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,9,2,24,0,2,0,0,1,23,116,0,6,8,35,0,18,15
4374,712972,6062,736626,30,1,0,2500.0,0,0.0,0,0,1,0,736626,0,720624,720624,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,6,2,23,0,1,0,17,37,23,111,0,6,8,34,3,18,15
4557,754420,59313,733924,30,1,1,1176.0,1,590.0,0,1,0,1,735299,1,736585,735311,1,1,0,0,0,0.0,0.0,0,159282.0,107362.0,11106.0,27495.0,13319.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,26,2,7,0,3,0,17,39,23,114,0,1,3,139,1,15,0
2259,768452,33155,735030,30,1,0,2500.0,0,0.0,0,0,0,0,735365,1,736590,735380,0,0,0,0,0,0.0,0.0,0,913834.0,685044.0,9352.0,153400.0,66037.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,9,6,24,0,2,0,0,1,23,58,0,0,3,29,3,18,15
1517,31277,90403,736119,30,1,0,2000.0,0,0.0,0,0,0,0,720624,0,720624,735331,0,1,0,0,0,0.0,0.0,0,268370.0,181719.0,17584.0,52248.0,16820.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,4,6,12,0,3,7,17,33,23,39,4,4,7,185,3,18,15
4071,623787,33605,736416,30,1,0,2000.0,1,0.0,0,0,0,0,736542,1,736557,736555,0,0,0,0,0,0.0,0.0,0,177977.0,158113.0,1476.0,16843.0,1545.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,9,6,24,0,2,0,0,1,23,105,0,6,8,40,3,18,15
1927,17246,1453,735453,30,0,0,2370.0,1,0.0,1,1,0,0,735562,1,736618,735589,1,1,0,0,0,0.0,0.0,0,82133.0,55188.0,4010.0,17530.0,5405.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,19,2,0,0,1,0,17,36,23,63,0,1,8,7,3,18,1
3516,225030,37361,735940,30,0,0,2500.0,1,282.0,1,1,0,0,720624,0,736583,735914,0,0,0,1,0,1.0,212.29,0,59165.0,49214.0,288.0,7614.0,2049.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,42,2,4,0,2,0,0,2,23,93,0,6,7,71,1,18,15
4839,769677,27850,736592,30,1,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,210189.0,161772.0,5906.0,41167.0,1343.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,27,2,3,0,1,6,0,1,23,121,1,6,7,59,3,18,15
2163,206750,74820,735704,30,0,0,2500.0,1,1200.0,0,0,0,0,720624,1,736247,735464,0,1,0,1,0,2.0,445.99,0,276336.0,223128.0,2645.0,46303.0,4260.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,36,2,17,0,2,16,17,39,31,56,3,0,7,124,2,18,15
2062,174264,67208,735688,30,1,0,2500.0,1,1200.0,0,0,0,0,735807,1,736627,735604,1,1,0,0,0,0.0,0.0,0,440426.0,341059.0,4938.0,69148.0,25281.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,16,2,17,0,2,0,26,51,23,54,0,3,3,135,1,18,15
4192,152352,48867,735509,30,1,0,2067.0,1,11392.0,1,1,0,0,736145,1,736339,735512,1,1,0,1,1,1.0,1603.96,0,200522.0,152516.0,4332.0,35803.0,7871.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,6,8,0,0,0,17,36,40,108,0,4,2,14,0,18,15
4528,588513,32808,736202,30,0,0,1305.0,1,1200.0,0,0,0,0,736215,1,720624,736233,0,1,0,0,0,0.0,0.0,0,78253.0,68313.0,2274.0,5073.0,2593.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,9,6,24,0,2,0,17,37,23,116,0,6,3,35,1,18,15
1615,774159,79109,736581,30,0,0,2500.0,1,200.0,0,0,1,0,736627,0,720624,735424,0,1,0,1,0,4.0,3510.4,0,138788.0,100082.0,1438.0,33600.0,3668.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,43,2,17,0,2,0,17,37,23,40,0,6,8,106,1,18,15
3896,198378,92115,735332,30,1,0,2500.0,0,0.0,0,0,0,0,736005,1,720624,736017,0,0,0,0,0,0.0,0.0,0,282725.0,235748.0,7266.0,31455.0,8257.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,4,3,12,0,3,0,17,38,23,102,0,2,8,193,3,18,15
897,145928,43701,733443,30,1,1,0.0,1,3600.0,1,1,0,0,735283,1,736619,735303,1,1,0,0,0,0.0,0.0,0,425820.0,339138.0,9045.0,62797.0,14839.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,16,0,0,0,17,36,23,53,0,1,2,78,1,18,14
2430,59958,39042,735242,30,1,0,2487.0,1,1200.0,0,0,0,0,735292,1,736625,735309,1,1,0,0,0,0.0,0.0,1,146104.0,108942.0,1908.0,28937.0,6317.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,25,2,14,0,2,1,0,2,23,64,1,1,7,151,1,18,15
1662,972918,65453,735244,30,0,0,1179.0,1,10194.0,1,1,0,0,720624,1,736627,735335,1,0,0,1,0,2.0,354.2,0,301362.0,225400.0,-4382.0,71938.0,8406.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,24,2,22,0,0,0,0,2,23,41,0,5,8,87,0,18,15
2935,557816,35674,736110,30,0,0,2000.0,1,1200.0,0,0,0,0,720624,0,736347,736067,0,0,0,0,0,0.0,0.0,0,1393794.0,1380050.0,1165.0,11654.0,925.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,1,6,4,0,2,1,0,1,23,77,1,6,7,140,2,18,15
3196,176750,73521,733904,30,0,1,0.0,1,1200.0,0,0,0,0,736125,1,736223,735464,1,1,0,1,0,1.0,1608.7,0,107253.0,81124.0,2770.0,19838.0,3521.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,36,2,17,0,2,16,17,39,31,87,3,2,7,100,0,9,12
668,557288,78130,736067,30,0,0,1915.0,1,853.0,1,0,0,0,736505,0,720624,720624,0,1,0,0,0,0.0,0.0,0,7831.0,4551.0,2.0,2231.0,1047.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,1,43,2,2,0,2,0,9,15,23,15,0,2,8,113,1,18,15
2029,396907,15909,734555,30,0,1,0.0,1,2318.0,1,0,0,1,735365,1,735711,735374,1,1,0,0,0,0.0,0.0,1,244785.0,179527.0,3230.0,49500.0,12528.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,38,2,25,0,1,0,17,34,23,53,0,2,3,70,1,18,15
279,340061,48237,734128,30,1,0,0.0,1,1200.0,0,1,0,0,720624,1,736192,735834,1,1,0,0,0,0.0,0.0,0,211066.0,172496.0,2410.0,33236.0,2924.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,6,8,0,0,0,17,36,40,8,0,4,8,6,1,18,15
2322,693646,62417,733734,30,0,1,0.0,1,0.0,1,1,0,1,735288,1,736252,735295,1,1,0,0,0,0.0,0.0,0,113378.0,81696.0,1285.0,24077.0,6320.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,14,6,22,0,0,1,0,1,23,60,1,1,7,74,0,18,15
1925,67986,29146,735222,30,0,0,2500.0,1,1200.0,1,1,0,1,736047,1,736605,735317,1,1,0,0,0,0.0,0.0,1,98243.0,74345.0,762.0,17134.0,6003.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,40,2,13,0,2,1,0,1,23,51,1,1,7,47,1,18,15
2036,460940,16146,734217,30,0,0,802.0,1,10800.0,1,1,0,0,735388,1,736626,735331,1,0,0,0,0,0.0,0.0,1,87252.0,60006.0,7699.0,15103.0,4444.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,38,4,25,0,1,0,17,34,23,70,0,5,8,37,1,18,1
2967,279798,47631,735846,30,0,0,2075.0,1,0.0,0,0,0,0,735940,0,736124,735571,0,1,0,0,0,0.0,0.0,0,164397.0,108713.0,5883.0,40649.0,9152.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,15,2,22,0,0,0,1,7,6,78,0,1,3,119,3,18,15
4394,914918,10589,734512,30,1,1,0.0,1,1014.0,1,0,0,1,735310,1,736627,735317,1,0,0,0,0,0.0,0.0,1,182490.0,122706.0,8652.0,41065.0,10067.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,34,2,23,0,1,0,11,26,23,111,0,3,3,2,1,18,15
4825,308135,20850,735681,30,0,0,377.6,1,1200.0,0,0,0,0,735718,0,735780,735691,0,1,0,1,0,1.0,166.71,0,99597.0,90226.0,2334.0,4448.0,2590.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,20,6,3,0,1,6,10,22,23,121,4,4,7,12,0,18,15
2952,769016,35058,733517,30,0,1,0.0,1,2400.0,0,0,0,1,735486,0,735916,735488,1,0,0,0,0,0.0,0.0,0,207277.0,145279.0,2971.0,56529.0,2499.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,2,4,1,2,1,0,1,23,77,1,4,7,102,1,18,15
4420,460342,41102,733545,30,1,1,0.0,1,1049.0,1,0,0,1,720624,1,736623,735436,1,1,0,1,0,1.0,278.28,1,236139.0,168466.0,2932.0,58962.0,5779.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,17,6,16,0,0,0,0,1,23,112,0,2,3,62,1,18,15
2964,246792,42101,735879,30,0,0,1987.0,1,2400.0,1,0,0,0,736016,1,736529,736031,1,1,0,0,0,0.0,0.0,0,258754.0,186910.0,6379.0,56858.0,8607.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,0,17,4,22,0,0,0,1,7,6,78,0,4,2,156,2,18,15
1437,203831,42023,735921,30,0,0,2500.0,1,0.0,0,0,0,0,736012,1,736495,736439,0,1,0,0,0,0.0,0.0,0,135053.0,89164.0,4547.0,39122.0,2219.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,17,2,22,0,0,0,0,1,23,78,0,0,8,104,3,1,1
1990,638438,19133,736363,30,0,0,2000.0,1,1200.0,0,0,1,0,720624,1,720624,736191,0,0,0,0,0,0.0,0.0,0,44044.0,36231.0,707.0,4682.0,2424.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,38,2,15,0,1,0,29,20,37,52,0,6,8,5,1,18,15
2863,499382,52347,735026,30,0,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,84711.0,57773.0,2114.0,20832.0,3991.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,1,12,6,11,1,0,0,9,15,23,74,0,4,8,109,3,18,15
3024,814574,84651,732616,30,0,1,0.0,1,1200.0,0,0,0,1,736104,1,736277,736129,1,1,0,1,0,3.0,662.24,0,203235.0,139492.0,6783.0,52863.0,4097.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,44,2,20,0,3,0,17,39,23,79,0,4,3,177,1,18,15
2498,539977,68869,735023,30,1,1,0.0,1,1200.0,0,0,0,1,735330,1,735704,735346,1,0,0,0,0,0.0,0.0,0,79624.0,54019.0,2934.0,18097.0,4575.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,29,2,11,0,0,0,17,36,38,65,0,1,6,152,0,18,15
1578,60902,79014,732761,30,1,0,2500.0,0,0.0,0,0,0,0,735529,1,736436,735335,1,1,0,0,0,0.0,0.0,0,75969.0,50492.0,3044.0,13633.0,8800.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,43,2,17,0,2,16,17,34,31,40,3,3,7,106,3,18,15
3300,730909,60462,736234,30,0,0,2000.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,14638.0,742.0,0.0,12047.0,1849.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,14,6,10,1,0,0,17,36,40,88,0,6,8,82,3,18,15
2963,210276,74501,732288,30,1,1,0.0,1,1200.0,0,0,0,0,720624,0,720624,735464,1,1,0,0,0,0.0,0.0,1,294674.0,211254.0,5706.0,70975.0,6740.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,36,2,17,0,2,16,17,39,31,56,3,4,7,131,1,16,2
342,37432,5488,732402,30,1,1,0.0,1,1190.0,1,1,0,1,735316,1,736616,735335,1,1,0,0,1,0.0,0.0,1,307515.0,236869.0,9916.0,45538.0,15192.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,46,2,0,0,1,0,17,34,32,9,0,3,2,24,1,18,15
1534,249559,90019,735859,30,0,0,2500.0,0,0.0,0,0,0,0,735985,1,736625,736129,0,0,0,1,0,1.0,2126.66,0,153038.0,141271.0,3656.0,6480.0,1632.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,4,6,12,0,3,0,17,36,23,39,0,6,8,185,3,18,15
275,282648,48212,734791,30,0,0,0.0,1,1200.0,0,0,0,0,735569,1,736549,735575,0,0,0,0,0,0.0,0.0,0,210098.0,176523.0,3100.0,23082.0,7394.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,17,36,40,8,0,5,3,6,0,18,15
922,773533,35967,732321,30,1,0,0.0,0,1200.0,0,0,0,0,735464,1,736622,735465,1,1,0,1,0,4.0,3249.84,1,187818.0,131258.0,2859.0,45681.0,8020.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,1,2,4,1,2,0,0,2,23,23,0,1,3,140,0,18,15
3049,646973,59868,733274,30,0,1,976.0,1,1200.0,0,0,0,1,735306,1,736361,735317,1,1,0,0,0,0.0,0.0,0,97972.0,70501.0,2369.0,20728.0,4374.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,26,2,20,0,3,0,17,39,23,82,0,2,8,173,1,18,15
4013,665945,71913,735332,30,0,0,2500.0,1,1200.0,0,0,0,1,735410,1,736564,735451,1,0,1,0,0,0.0,0.0,0,197951.0,141154.0,5695.0,46672.0,4430.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,2,6,14,0,2,0,0,1,23,104,0,2,2,142,2,18,15
1180,49445,33480,732288,30,0,1,0.0,1,2200.0,0,1,0,1,736000,1,720624,736017,1,1,0,0,0,0.0,0.0,0,77791.0,54779.0,3559.0,9352.0,10100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,9,2,24,0,2,0,17,38,23,32,0,3,8,49,1,18,15
516,262801,28328,732352,30,0,1,0.0,1,779.0,1,1,0,1,735376,1,736576,735395,1,1,0,1,0,1.0,1617.66,1,490821.0,336134.0,15973.0,112020.0,26694.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,27,2,3,0,1,0,17,37,23,12,0,0,2,59,1,18,15
3126,461080,71368,734396,30,1,1,2191.0,1,0.0,0,0,0,0,720624,1,736130,735437,1,1,0,0,0,0.0,0.0,0,77857.0,49949.0,5166.0,16229.0,6513.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,18,2,2,0,2,0,0,1,23,68,0,1,3,101,3,18,1
4610,513588,64429,735608,40,1,0,2500.0,1,830.0,1,1,0,0,720624,1,736494,735506,0,0,0,0,0,0.0,0.0,0,67834.0,44617.0,1208.0,21115.0,894.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,24,6,22,5,0,0,32,56,1,122,0,6,8,110,2,18,15
3463,460605,11580,736059,30,0,0,2000.0,1,1190.0,1,1,0,0,736068,1,720624,736347,0,1,0,0,0,0.0,0.0,0,42897.0,31938.0,1639.0,4572.0,4748.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,0,34,6,15,0,1,0,17,36,40,92,0,3,8,2,1,18,15
978,760919,28659,736546,30,1,0,2500.0,0,600.0,0,0,1,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,201840.0,129864.0,3741.0,52936.0,15299.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,27,2,13,2,2,6,5,11,7,25,2,6,7,19,3,18,15
512,243035,29150,735579,30,0,0,2500.0,1,0.0,0,0,0,0,735683,1,736570,735694,0,0,0,1,0,1.0,218.66,0,239641.0,191294.0,3137.0,40289.0,4921.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,40,4,13,0,2,0,0,1,23,12,0,5,8,47,3,18,15
